ISO,year,e_spar,ghs_index,disaster_risk,hexp_gdp,uhc_index,wpi_val,health_policy,national_plan,national_strategy,recognition,participation_event_it,decision_event_it,leadership_event_it,admin_event_it,role_type_it,Exclusion,NoExclusion,efforts_A,efforts_B,e_spar_flag,ghs_index_flag,disaster_risk_flag,hexp_gdp_flag,uhc_index_flag,health_policy_flag,national_plan_flag,national_strategy_flag,recognition_flag,participation_event_it_flag,decision_event_it_flag,leadership_event_it_flag,admin_event_it_flag,role_type_it_flag,efforts_A_flag,efforts_B_flag
THA,2013,93.0,,0.03453133,79,,0.638,,,,1,2,1,0,1,2,0.0,1.0,60,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
THA,2015,,,0.03852286,80,0.6,0.642,,,,1,1,1,0,0,2,0.0,1.0,60,,missing,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
THA,2016,98.0,,0.03939006,81,0.6,0.643,,,,1,1,1,1,0,3,0.0,1.0,60,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
THA,2020,85.0,,0.04357247,81,0.675,0.658,,,,1,1,0,1,0,3,0.0,1.0,60,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
THA,2021,88.0,68.2,0.0515337,82,,0.657,2.0,,,1,1,1,0,0,2,0.0,1.0,60,,observed,observed,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
THA,2022,,,0.05580148,82,,0.657,2.0,,,1,1,1,1,0,3,0.0,1.0,60,,missing,missing,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
THA,2023,,,,82,,,2.0,,,1,1,1,1,0,3,0.0,1.0,60,60.0,missing,missing,missing,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed
TJK,2019,62.0,29.8,0.06947668,71,1.0,0.319,,,2.0,1,1,1,0,0,2,0.0,1.0,20,,observed,observed,observed,observed,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,missing
TKM,2012,,,0.03342036,79,,0.418,,,,1,1,1,0,0,2,0.0,1.0,40,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
TLS,2010,,,0.06470588,38,,0.252,,,,1,1,1,0,0,2,0.0,1.0,20,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
TLS,2014,63.0,,0.07604837,43,,0.242,2.0,,,1,1,1,0,0,2,0.0,1.0,20,,observed,missing,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
TLS,2016,66.0,,0.06896252,44,,0.237,2.0,,,1,1,0,1,0,3,0.0,1.0,20,,observed,missing,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
TLS,2021,60.0,27.8,0.1143106,47,,0.243,2.0,,,1,1,1,0,0,2,0.0,1.0,20,,observed,observed,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
TON,2014,,,0.05114815,70,,0.169,,,,4,1,1,1,0,3,0.0,1.0,60,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
TON,2019,,24.5,0.05423945,70,0.275,0.181,2.0,,,4,1,1,0,0,2,0.0,1.0,60,,missing,observed,observed,observed,observed,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
TON,2023,,,,71,,,2.0,,,4,1,1,0,0,2,0.0,1.0,60,60.0,missing,missing,missing,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed
TTO,2011,,,0.04721979,74,,0.46,,,,2,1,0,1,0,3,0.0,1.0,40,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
TTO,2022,,,0.06431064,75,,0.453,,,2.0,2,1,1,1,0,3,0.0,1.0,40,,missing,missing,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,missing
TUN,2010,,,0.05609508,69,,0.492,,,,1,1,0,1,0,3,0.0,1.0,60,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
TUN,2014,65.0,,0.06450061,72,,0.481,,,,1,1,1,0,0,2,0.0,1.0,60,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
TUN,2019,71.0,32.1,0.06024612,75,,0.462,,2.0,,1,1,1,0,0,2,0.0,1.0,60,,observed,observed,observed,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
TUR,2010,,,0.05020535,71,,0.693,,,,1,1,0,1,0,3,0.0,1.0,100,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
TUR,2016,88.0,,0.04284692,75,,0.688,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
TUR,2018,73.0,,0.04121016,75,,0.682,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
TUR,2022,,,0.03703389,77,,0.683,,,,1,1,1,0,0,2,0.0,1.0,100,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
TZA,2010,,,0.05223922,39,,0.376,,,,1,1,1,0,0,2,0.0,1.0,100,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
TZA,2012,49.0,,0.05017794,43,,0.378,,,,1,1,1,1,0,3,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
TZA,2016,,,0.03963503,43,0.6,0.399,,,,1,1,1,0,0,2,0.0,1.0,100,,missing,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
TZA,2017,69.0,,0.04077793,44,0.6,0.399,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
TZA,2020,51.0,,0.03051958,45,,0.405,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
UGA,2014,,,0.05336531,49,,0.364,,,,6,1,1,1,0,3,0.0,1.0,100,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
UGA,2020,69.0,,0.05236986,52,,0.378,2.0,,,6,1,1,1,0,3,0.0,1.0,100,,observed,missing,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
UKR,2013,,,0.0694358,78,,0.591,,,,1,1,0,1,0,3,0.0,1.0,100,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
UKR,2023,,,,80,,,1.0,,,1,1,1,0,0,2,0.0,1.0,100,100.0,missing,missing,missing,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed
URY,2014,,,0.08038908,84,,0.529,,,,1,1,1,0,0,2,0.0,1.0,20,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
URY,2022,,,0.08945322,84,,0.536,,2.0,,1,1,1,0,0,2,0.0,1.0,20,,missing,missing,observed,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
USA,2010,,,0.16197231,84,,0.947,,,,4,2,2,0,0,2,0.0,1.0,60,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
USA,2011,88.0,,0.16140009,85,,0.946,,,,4,1,1,0,0,2,0.0,1.0,60,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
USA,2012,96.0,,0.16119747,86,,0.947,,,,4,1,1,0,0,2,0.0,1.0,60,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
USA,2013,96.0,,0.15986216,86,,0.944,,,,4,1,1,0,0,2,0.0,1.0,60,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
USA,2014,97.0,,0.16194141,86,,0.943,,,,4,2,2,0,0,2,0.0,1.0,60,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
USA,2015,97.0,,0.164816,87,0.9,0.945,,,,4,1,1,0,0,2,0.0,1.0,60,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
USA,2016,96.0,,0.16791143,87,0.9,0.946,,,,4,1,1,0,0,2,0.0,1.0,60,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
USA,2017,100.0,,0.1675301,87,0.9,0.946,,,,4,1,1,0,0,2,0.0,1.0,60,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
USA,2018,91.0,,0.16615309,87,0.75,0.948,2.0,2.0,,4,2,2,0,0,2,0.0,1.0,60,,observed,missing,observed,observed,observed,observed,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
USA,2019,92.0,76.2,0.16661253,87,0.75,0.95,2.0,2.0,,4,1,1,0,0,2,0.0,1.0,60,,observed,observed,observed,observed,observed,observed,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
USA,2020,92.0,,0.18813253,87,0.75,0.95,2.0,2.0,,4,1,1,0,0,2,0.0,1.0,60,,observed,missing,observed,observed,observed,observed,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
USA,2021,91.0,75.9,0.17506386,87,0.8,0.952,2.0,2.0,,4,1,1,0,0,2,0.0,1.0,60,,observed,observed,observed,observed,observed,observed,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
USA,2022,,,0.1649614,88,,0.952,2.0,2.0,,4,3,1,1,1,3,0.0,1.0,60,,missing,missing,observed,observed,missing,observed,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
USA,2023,,,,88,,,2.0,2.0,,4,2,1,0,1,2,0.0,1.0,60,60.0,missing,missing,missing,observed,missing,observed,observed,missing,observed,observed,observed,observed,observed,observed,observed,observed
UZB,2011,90.0,,0.05262455,81,,0.447,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
UZB,2016,,,0.04715045,79,,0.452,,,,1,1,1,1,0,3,0.0,1.0,100,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
UZB,2019,57.0,37.7,0.05397478,78,1.0,0.452,,2.0,,1,1,0,1,0,3,0.0,1.0,100,,observed,observed,observed,observed,observed,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
VNM,2015,99.0,,0.04711409,71,,0.524,,,,1,1,1,0,0,2,0.0,1.0,80,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
VNM,2016,99.0,,0.04869947,71,,0.529,2.0,,,1,1,1,0,0,2,0.0,1.0,80,,observed,missing,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
VNM,2017,95.0,,0.04990148,72,,0.533,2.0,,,1,1,1,1,0,3,0.0,1.0,80,,observed,missing,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
WSM,2010,,,0.05152683,58,,0.205,,,,7,1,0,1,0,3,0.0,1.0,20,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
WSM,2011,67.0,,0.05383572,59,,0.206,,,,7,2,1,1,1,3,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
WSM,2013,71.0,,0.06218239,61,,0.207,,,,7,1,0,0,1,1,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
YEM,2010,,,0.05159329,44,,0.407,,,2.0,1,1,1,0,0,2,0.0,1.0,20,,missing,missing,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,missing
YEM,2013,43.0,,0.04960832,44,,0.406,,,2.0,1,1,1,0,0,2,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,missing
YEM,2022,,,0.06186667,45,,0.338,,,2.0,1,1,1,0,0,2,0.0,1.0,20,,missing,missing,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,missing
ZAF,2013,76.0,,0.08103223,65,,0.639,,,,1,2,2,0,0,2,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
ZAF,2019,70.0,47.5,0.08246526,67,,0.622,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,observed,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
ZAF,2021,68.0,45.8,0.08674328,72,,0.624,2.0,,,1,1,1,1,0,3,0.0,1.0,100,,observed,observed,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
ZMB,2017,64.0,,0.04781562,55,,0.382,,2.0,,7,1,1,0,0,2,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
ZMB,2021,56.0,26.5,0.06639514,56,,0.358,,2.0,,7,1,1,0,0,2,0.0,1.0,100,,observed,observed,observed,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
ZWE,2011,48.0,,0.08082884,43,,0.331,,,,1,1,1,1,0,3,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
ZWE,2018,55.0,,0.04655271,54,0.625,0.359,,,,1,1,0,1,0,3,0.0,1.0,100,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
ZWE,2021,59.0,32.4,0.02785717,57,0.7,0.359,,,2.0,1,1,1,0,0,2,0.0,1.0,100,,observed,observed,observed,observed,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,missing
CIV,2012,,,0.04427372,37,,0.387,,,,1,1,0,1,0,3,1.0,0.0,60,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
CIV,2016,78.0,,0.03321013,44,,0.409,,,,1,1,1,0,0,2,0.0,1.0,60,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
CIV,2023,,,,46,,,2.0,,,1,1,1,0,0,2,0.0,1.0,60,60.0,missing,missing,missing,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed
