ISO,year,e_spar,ghs_index,disaster_risk,hexp_gdp,uhc_index,wpi_val,health_policy,national_plan,national_strategy,recognition,participation_event_it,decision_event_it,leadership_event_it,admin_event_it,role_type_it,Exclusion,NoExclusion,efforts_A,efforts_B,e_spar_flag,ghs_index_flag,disaster_risk_flag,hexp_gdp_flag,uhc_index_flag,health_policy_flag,national_plan_flag,national_strategy_flag,recognition_flag,participation_event_it_flag,decision_event_it_flag,leadership_event_it_flag,admin_event_it_flag,role_type_it_flag,efforts_A_flag,efforts_B_flag
GNB,2020,35.0,,0.09029393,44,,0.185,2.0,2.0,,1,1,1,0,0,2,0.0,1.0,80,,observed,missing,observed,observed,missing,observed,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
GRC,2014,,,0.07891411,74,,0.65,,,,1,1,1,0,0,2,0.0,1.0,40,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
GRC,2017,,,0.08135159,75,,0.634,,,,1,1,1,1,0,3,0.0,1.0,40,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
GRD,2016,66.0,,0.044391,77,,0.256,2.0,,,7,1,1,1,0,3,0.0,1.0,100,,observed,missing,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
GRD,2019,,25.6,0.04931896,78,0.925,0.255,2.0,,,7,1,1,0,0,2,0.0,1.0,100,,missing,observed,observed,observed,observed,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
GTM,2010,,,0.0612478,58,,0.441,,,,1,1,0,0,1,1,0.0,1.0,100,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
GTM,2014,59.0,,0.05888568,57,,0.449,,,,1,1,1,1,0,3,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
GTM,2021,45.0,29.1,0.06976804,59,0.45,0.472,2.0,,,1,2,0,2,0,3,0.0,1.0,100,,observed,observed,observed,observed,observed,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
GUY,2014,79.0,,0.03947554,70,,0.299,2.0,,,1,1,1,0,0,2,0.0,1.0,20,,observed,missing,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
GUY,2019,88.0,30.0,0.04903315,78,0.6,0.316,2.0,,,1,2,2,1,0,3,0.0,1.0,20,,observed,observed,observed,observed,observed,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
HND,2013,52.0,,0.0847723,61,,0.383,,,,1,1,1,0,0,2,0.0,1.0,80,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
HND,2019,60.0,26.3,0.07282372,64,,0.394,2.0,,,1,1,1,0,0,2,0.0,1.0,80,,observed,observed,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
HRV,2011,95.0,,0.07641009,74,,0.561,,,,1,1,1,1,0,3,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
HRV,2012,,,0.07652837,74,,0.554,,,2.0,1,1,1,0,0,2,0.0,1.0,20,,missing,missing,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,missing
HRV,2020,78.0,,0.07649492,76,,0.53,,,2.0,1,1,1,0,0,2,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,missing
HTI,2013,45.0,,0.0410524,39,,0.284,,,,1,1,0,1,0,3,0.0,1.0,80,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
HTI,2021,54.0,30.4,0.03442162,44,,0.303,2.0,,,1,1,1,0,0,2,0.0,1.0,80,,observed,observed,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
HUN,2011,87.0,,0.07481309,79,,0.616,,,,1,1,1,0,0,2,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
IDN,2012,86.0,,0.02914271,54,,0.632,,,,1,1,0,1,0,3,0.0,1.0,40,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
IDN,2015,96.0,,0.02924285,59,,0.63,2.0,,,1,1,1,0,0,2,0.0,1.0,40,,observed,missing,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
IDN,2017,99.0,,0.02904172,63,,0.637,2.0,,,1,1,1,1,0,3,0.0,1.0,40,,observed,missing,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
IDN,2018,63.0,,0.02867578,63,0.0,0.633,2.0,,,1,1,1,0,0,2,0.0,1.0,40,,observed,missing,observed,observed,observed,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
IDN,2022,,,0.02693949,68,,0.642,2.0,2.0,,1,1,0,1,0,3,0.0,1.0,40,,missing,missing,observed,observed,missing,observed,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
IND,2011,68.0,,0.03246342,54,,0.688,,,,3,1,1,0,0,2,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
IND,2013,94.0,,0.03749442,57,,0.686,,,,3,1,1,1,0,3,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
IND,2015,,,0.0359566,62,0.25,0.685,,,,3,1,0,1,0,3,0.0,1.0,20,,missing,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
IND,2018,75.0,,0.02858494,63,0.925,0.698,,2.0,,3,1,1,1,0,3,0.0,1.0,20,,observed,missing,observed,observed,observed,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
IND,2020,80.0,,0.03341461,66,1.0,0.701,,2.0,,3,1,1,0,0,2,0.0,1.0,20,,observed,missing,observed,observed,observed,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
IND,2022,,,0.03305885,68,,0.713,,2.0,,3,1,1,1,0,3,0.0,1.0,20,,missing,missing,observed,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
IND,2023,,,,69,,,,2.0,,3,1,1,0,0,2,0.0,1.0,20,20.0,missing,missing,missing,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,observed
IRL,2013,,,0.10287165,81,,0.655,,2.0,2.0,4,1,1,0,0,2,0.0,1.0,40,,missing,missing,observed,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,observed,missing
IRN,2011,66.0,,0.0609788,73,,0.662,,,,1,1,0,1,0,3,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
IRN,2012,91.0,,0.06122351,76,,0.659,,,,1,1,1,1,0,3,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
IRN,2014,84.0,,0.06352396,77,,0.646,,,,1,1,1,1,0,3,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
IRN,2016,,,0.07992026,78,,0.644,,,,1,1,1,1,0,3,0.0,1.0,20,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
IRN,2019,,39.5,0.06273989,80,,0.607,,,,1,1,1,1,0,3,0.0,1.0,20,,missing,observed,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
IRQ,2013,93.0,,0.02808685,69,,0.554,,,,1,1,1,0,0,2,0.0,1.0,60,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
IRQ,2016,,,0.04589492,67,,0.534,,2.0,,1,1,1,0,0,2,0.0,1.0,60,,missing,missing,observed,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
IRQ,2017,89.0,,0.0404065,67,,0.531,,2.0,,1,1,1,0,0,2,0.0,1.0,60,,observed,missing,observed,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
ISL,2021,76.0,48.5,0.0978697,90,,0.54,,2.0,,4,1,1,0,0,2,0.0,1.0,20,,observed,observed,observed,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
ISR,2018,91.0,,0.07227994,85,,0.697,,,,4,1,1,0,0,2,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
ITA,2017,,,0.08677739,83,,0.781,,,,1,1,1,0,0,2,0.0,1.0,20,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
JAM,2010,,,0.05295193,67,,0.403,,,,4,1,1,0,0,2,0.0,1.0,40,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
JAM,2012,79.0,,0.04885129,73,,0.409,,,,4,1,1,1,0,3,0.0,1.0,40,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
JAM,2016,83.0,,0.05701022,75,0.575,0.391,,,,4,1,1,0,0,2,0.0,1.0,40,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
JOR,2010,,,0.08170257,76,,0.475,,,,4,1,1,0,0,2,0.0,1.0,20,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
JOR,2015,,,0.07460956,75,0.0,0.473,,,,4,1,1,0,0,2,0.0,1.0,20,,missing,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
JPN,2010,,,0.09063006,81,,0.861,,,,1,1,1,1,0,3,0.0,1.0,20,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
JPN,2013,99.0,,0.10674387,82,,0.853,,,,1,2,1,1,0,3,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
JPN,2016,100.0,,0.10658916,83,1.0,0.841,,,,1,1,0,0,1,1,0.0,1.0,20,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
JPN,2017,100.0,,0.10656271,83,1.0,0.838,,,,1,2,1,0,1,2,0.0,1.0,20,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
JPN,2018,,,0.10739882,84,1.0,0.839,,,,1,1,0,0,1,1,0.0,1.0,20,,missing,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
JPN,2019,95.0,58.8,0.10969984,84,1.0,0.84,,,,1,1,1,1,0,3,0.0,1.0,20,,observed,observed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
JPN,2021,98.0,60.5,0.11189969,85,1.0,0.835,,,,1,1,1,0,0,2,0.0,1.0,20,,observed,observed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
JPN,2022,,,0.11421837,85,1.0,0.835,,,,1,1,1,1,0,3,0.0,1.0,20,,missing,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
KAZ,2011,83.0,,0.02602367,81,,0.588,,,,1,1,1,1,0,3,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
KAZ,2013,82.0,,0.02662867,82,,0.605,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
KAZ,2015,78.0,,0.03040511,82,,0.6,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
KAZ,2018,71.0,,0.02817861,82,0.85,0.571,,,,1,1,0,1,0,3,0.0,1.0,100,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
KAZ,2023,,,,83,,,2.0,,,1,1,1,0,0,2,0.0,1.0,100,100.0,missing,missing,missing,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed
KEN,2012,66.0,,0.05018058,54,,0.416,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
KEN,2014,,,0.04912673,53,,0.433,,2.0,,1,1,1,1,0,3,0.0,1.0,100,,missing,missing,observed,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
KEN,2019,41.0,43.1,0.04368747,52,0.9,0.45,,2.0,,1,1,1,0,0,2,0.0,1.0,100,,observed,observed,observed,observed,observed,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
KGZ,2017,,,0.06185863,74,0.825,0.331,,,,1,1,1,0,0,2,0.0,1.0,100,,missing,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
KGZ,2023,,,,74,,,2.0,,,1,1,1,1,0,3,0.0,1.0,100,100.0,missing,missing,missing,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed
KHM,2012,49.0,,0.05724695,49,,0.346,,,,1,1,1,0,0,2,0.0,1.0,80,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
KOR,2013,100.0,,0.06311044,85,,0.762,,,,1,1,1,0,0,2,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
KOR,2014,100.0,,0.0650226,86,,0.766,,,,1,1,1,0,0,2,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
KOR,2020,98.0,,0.08355494,87,1.0,0.773,,,,1,1,1,0,0,2,0.0,1.0,20,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
KWT,2014,85.0,,0.02915999,83,,0.637,,,,1,1,1,0,0,2,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
LAO,2019,35.0,32.8,0.02603122,58,,0.366,,,,1,1,0,1,0,3,0.0,1.0,80,,observed,observed,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
LBN,2012,57.0,,0.07004201,67,,0.498,,,,4,1,1,0,0,2,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
LBN,2022,,,0.05735002,68,,0.421,2.0,,2.0,4,1,1,1,0,3,0.0,1.0,20,,missing,missing,observed,observed,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,observed,missing
LBN,2011,51.0,,0.08177444,66,,0.499,,,,4,1,1,1,0,3,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
LBR,2012,,,0.08154446,38,,0.197,,,,1,1,1,0,0,2,0.0,1.0,100,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
LBR,2013,,,0.07081458,37,,0.2,,,,1,1,1,1,0,3,0.0,1.0,100,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
LBR,2014,,,0.08762839,36,,0.196,,,,1,1,1,0,0,2,0.0,1.0,100,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
LBY,2010,,,0.03280644,69,,0.542,,,,1,2,2,0,0,2,0.0,1.0,100,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
LBY,2016,64.0,,0.06171787,71,,0.47,1.0,,,1,1,1,0,0,2,0.0,1.0,100,,observed,missing,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
LBY,2021,45.0,25.3,0.06213843,69,,0.485,1.0,,,1,1,1,1,0,3,0.0,1.0,100,,observed,observed,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
LCA,2023,,,,75,,,,,,7,1,1,0,0,2,0.0,1.0,80,80.0,missing,missing,missing,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed
LKA,2010,,,0.03741452,67,,0.468,,,,6,1,1,1,0,3,0.0,1.0,80,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
LKA,2014,71.0,,0.03467861,69,,0.481,,,,6,1,0,1,0,3,0.0,1.0,80,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
LKA,2016,79.0,,0.03617884,70,0.05,0.477,,2.0,2.0,6,1,0,0,1,1,0.0,1.0,80,,observed,missing,observed,observed,observed,missing,observed,observed,observed,observed,observed,observed,observed,observed,observed,missing
LKA,2017,76.0,,0.03330934,70,,0.479,,2.0,2.0,6,1,1,0,0,2,0.0,1.0,80,,observed,missing,observed,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,observed,missing
LKA,2018,46.0,,0.03641888,68,,0.477,,2.0,2.0,6,1,0,0,1,1,0.0,1.0,80,,observed,missing,observed,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,observed,missing
LKA,2020,62.0,,0.04061347,71,0.925,0.472,,2.0,2.0,6,2,1,1,1,3,0.0,1.0,80,,observed,missing,observed,observed,observed,missing,observed,observed,observed,observed,observed,observed,observed,observed,observed,missing
LKA,2021,64.0,34.1,0.04028302,72,,0.472,,2.0,2.0,6,1,1,0,0,2,0.0,1.0,80,,observed,observed,observed,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,observed,missing
LSO,2012,,,0.10043895,49,,0.275,,,,1,1,1,0,0,2,0.0,1.0,80,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
LSO,2023,,,,55,,,2.0,,,1,1,1,0,0,2,0.0,1.0,80,80.0,missing,missing,missing,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed
LTU,2012,84.0,,0.06275935,73,,0.536,,,,1,1,1,0,0,2,0.0,1.0,80,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
LTU,2014,82.0,,0.06193326,74,,0.538,,,1.0,1,1,0,1,0,3,0.0,1.0,80,,observed,missing,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,missing
LVA,2015,90.0,,0.05652118,76,,0.505,,,,1,1,1,0,0,2,0.0,1.0,60,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MAR,2010,,,0.05418611,63,,0.527,,,,1,1,1,0,0,2,0.0,1.0,20,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MAR,2013,97.0,,0.05255405,65,,0.511,,,2.0,1,1,1,1,0,3,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,missing
MAR,2022,,,0.05680491,65,0.75,0.512,2.0,,2.0,1,1,1,0,0,2,0.0,1.0,20,,missing,missing,observed,observed,observed,observed,missing,observed,observed,observed,observed,observed,observed,observed,observed,missing
MCO,2021,77.0,33.3,0.03672521,85,,,,,,4,1,1,0,0,2,0.0,1.0,20,,observed,observed,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MDA,2012,74.0,,0.09139621,70,,0.368,,,,1,1,0,1,0,3,0.0,1.0,60,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MDA,2022,,,0.06965054,71,,0.394,,,2.0,1,1,1,0,0,2,0.0,1.0,60,,missing,missing,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,missing
MDG,2018,26.0,,0.04221604,32,,0.308,,2.0,,1,1,1,0,0,2,0.0,1.0,80,,observed,missing,observed,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
MDG,2020,36.0,,0.03723161,33,,0.304,2.0,2.0,,1,1,1,0,0,2,0.0,1.0,80,,observed,missing,observed,observed,missing,observed,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
MDV,2010,,,0.0848759,67,,0.274,,,,1,1,0,0,1,1,0.0,1.0,60,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MDV,2012,58.0,,0.08673048,67,,0.274,,,,1,1,1,0,0,2,0.0,1.0,60,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MDV,2016,61.0,,0.10305446,66,,0.322,2.0,,,1,1,1,1,0,3,0.0,1.0,60,,observed,missing,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MDV,2017,63.0,,0.09269178,68,0.0,0.334,2.0,,,1,1,1,0,0,2,0.0,1.0,60,,observed,missing,observed,observed,observed,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MDV,2018,43.0,,0.07436278,67,,0.33,2.0,,,1,1,0,1,0,3,0.0,1.0,60,,observed,missing,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MDV,2019,51.0,30.8,0.07658456,68,,0.337,2.0,,,1,1,1,1,0,3,0.0,1.0,60,,observed,observed,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MDV,2022,,,0.09652762,69,,0.326,2.0,,,1,1,1,0,0,2,0.0,1.0,60,,missing,missing,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MEX,2011,66.0,,0.0530093,73,,0.698,,,,1,1,1,0,0,2,0.0,1.0,80,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MEX,2015,96.0,,0.05527386,77,0.9,0.7,,,,1,1,1,1,0,3,0.0,1.0,80,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MEX,2016,97.0,,0.0538499,78,0.9,0.689,,,,1,1,1,0,0,2,0.0,1.0,80,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MEX,2019,83.0,55.1,0.05296858,78,0.925,0.691,2.0,,,1,1,0,1,0,3,0.0,1.0,80,,observed,observed,observed,observed,observed,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MLI,2020,50.0,,0.03475979,42,,0.338,,,,1,2,2,2,0,3,0.0,1.0,80,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MLI,2021,44.0,29.0,0.03466497,42,,0.342,2.0,,,1,1,1,0,0,2,0.0,1.0,80,,observed,observed,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MLT,2015,,,0.08897596,82,,0.443,,,,4,2,2,1,0,3,0.0,1.0,20,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MLT,2017,79.0,,0.08730927,82,,0.448,,,,4,1,1,0,0,2,0.0,1.0,20,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MLT,2023,,,,82,,,,,2.0,4,1,0,1,0,3,0.0,1.0,20,20.0,missing,missing,missing,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,observed
MMR,2010,,,0.02083684,47,,0.388,,,,1,1,0,1,0,3,0.0,1.0,100,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MMR,2011,93.0,,0.02065515,49,,0.407,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MMR,2014,84.0,,0.0439346,51,,0.426,,,,1,1,1,1,0,3,0.0,1.0,100,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MMR,2019,64.0,37.8,0.04079033,54,,0.432,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,observed,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MNE,2015,56.0,,0.09021888,69,,0.348,,,,1,1,1,0,0,2,0.0,1.0,40,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MNG,2010,,,0.03739456,67,,0.344,,,,1,1,1,0,0,2,0.0,1.0,80,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MNG,2019,84.0,40.9,0.0449498,71,1.0,0.383,,2.0,,1,1,1,0,0,2,0.0,1.0,80,,observed,observed,observed,observed,observed,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
MNG,2020,85.0,,0.04666249,71,1.0,0.376,,2.0,,1,2,1,0,1,2,0.0,1.0,80,,observed,missing,observed,observed,observed,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
MNG,2021,78.0,41.0,0.07210427,71,1.0,0.38,,2.0,,1,3,0,2,1,3,0.0,1.0,80,,observed,observed,observed,observed,observed,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
MNG,2022,,,0.08851702,71,,0.379,,2.0,,1,1,0,0,1,1,0.0,1.0,80,,missing,missing,observed,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
MOZ,2010,,,0.05292497,33,,0.329,,,,1,1,1,0,0,2,0.0,1.0,100,,missing,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MOZ,2017,69.0,,0.07805322,46,0.675,0.33,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MRT,2012,25.0,,0.02649193,29,,0.284,,,,7,1,1,0,0,2,0.0,1.0,80,,observed,missing,observed,observed,missing,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MRT,2018,26.0,,0.02883626,41,,0.29,,2.0,,7,1,1,0,0,2,0.0,1.0,80,,observed,missing,observed,observed,missing,missing,observed,missing,observed,observed,observed,observed,observed,observed,observed,missing
MUS,2017,71.0,,0.05598573,76,0.0,0.415,,,,2,1,1,1,0,3,0.0,1.0,100,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MUS,2023,,,,75,,,2.0,,,2,1,1,0,0,2,0.0,1.0,100,100.0,missing,missing,missing,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed
MWI,2017,56.0,,0.07584389,52,0.825,0.245,,,,1,1,1,0,0,2,1.0,0.0,100,,observed,missing,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
MWI,2023,,,,52,,,2.0,2.0,,1,1,1,0,0,2,0.0,1.0,100,100.0,missing,missing,missing,observed,missing,observed,observed,missing,observed,observed,observed,observed,observed,observed,observed,observed
MYS,2012,100.0,,0.03457864,78,,0.656,2.0,,,3,1,1,0,0,2,0.0,1.0,20,,observed,missing,observed,observed,missing,observed,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
