ISO,year,e_spar,ghs_index,disaster_risk,hexp_gdp,uhc_index,wpi_val,health_policy,national_plan,national_strategy,recognition,participation_event_it,decision_event_it,leadership_event_it,admin_event_it,role_type_it,Exclusion,NoExclusion,efforts_A,efforts_B,e_spar_flag,ghs_index_flag,disaster_risk_flag,hexp_gdp_flag,uhc_index_flag,health_policy_flag,national_plan_flag,national_strategy_flag,recognition_flag,participation_event_it_flag,decision_event_it_flag,leadership_event_it_flag,admin_event_it_flag,role_type_it_flag,efforts_A_flag,efforts_B_flag,disaster_risk_oriented,e_spar_mm_global,ghs_index_mm_global,hexp_gdp_mm_global,efforts_A_mm_global,efforts_B_mm_global,uhc_index_mm_global,health_policy_mm_global,national_plan_mm_global,national_strategy_mm_global,recognition_mm_global,participation_event_it_mm_global,decision_event_it_mm_global,leadership_event_it_mm_global,admin_event_it_mm_global,role_type_it_mm_global,disaster_risk_oriented_mm_global,NoExclusion_mm_global,e_spar_mm_year,ghs_index_mm_year,hexp_gdp_mm_year,efforts_A_mm_year,efforts_B_mm_year,uhc_index_mm_year,health_policy_mm_year,national_plan_mm_year,national_strategy_mm_year,recognition_mm_year,participation_event_it_mm_year,decision_event_it_mm_year,leadership_event_it_mm_year,admin_event_it_mm_year,role_type_it_mm_year,disaster_risk_oriented_mm_year
RUS,2019,99.0,47.1,0.05648491,79,0.825,0.756,,,,1,1,1,0,0,2,0.0,1.0,40,,observed,observed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.94351509,0.9885057471264368,0.5166112956810631,0.8142857142857143,0.25,,0.825,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7966431823916007,1.0,1.0,0.5008576329331046,0.85,0.25,,0.825,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7610408593721167
RUS,2020,100.0,48.1,0.0804076,80,0.825,0.751,2.0,,,1,2,2,0,0,2,0.0,1.0,40,,observed,imputed,observed,observed,observed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.9195924,1.0,0.5332225913621262,0.8285714285714286,0.25,,0.825,1.0,,,0.0,0.5,1.0,0.0,0.0,0.5,0.6764799797312694,1.0,1.0,0.4640460210930009,0.8064516129032258,0.25,,0.8157894736842105,0.0,,,0.0,1.0,1.0,0.0,0.0,0.5,0.6532359014197403
RUS,2021,100.0,49.1,0.06975843,80,0.85,0.755,2.0,,,1,1,1,0,0,2,0.0,1.0,40,,observed,observed,observed,observed,observed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.93024157,1.0,0.5498338870431894,0.8285714285714286,0.25,,0.85,1.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7299705517728884,1.0,1.0,0.5525876460767947,0.8095238095238095,0.25,,0.85,1.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7591630087487045
RWA,2010,35.0,33.1,0.08081929,44,,0.276,,,,1,1,0,1,0,3,0.0,1.0,80,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.91918071,0.25287356321839083,0.28405315614617943,0.3142857142857143,0.75,,,,,,0.0,0.0,0.0,0.5,0.0,1.0,0.6744120689359856,1.0,0.08571428571428572,0.15324165029469547,0.3548387096774194,0.75,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.575000883902537
RWA,2013,35.0,33.1,0.06773981,50,,0.286,,,,1,1,1,0,0,2,0.0,1.0,80,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.93226019,0.25287356321839083,0.28405315614617943,0.4,0.75,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7401100404405176,1.0,0.2261904761904762,0.15490196078431376,0.2653061224489796,0.75,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.6788808302710048
RWA,2017,66.0,33.1,0.06366531,56,,0.289,,2.0,,1,1,1,0,0,2,0.0,1.0,80,,observed,imputed,observed,observed,imputed,missing,carried_forward,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.93633469,0.6091954022988506,0.28405315614617943,0.4857142857142857,0.75,,,,1.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.760576174024973,1.0,0.5277777777777778,0.26072041166380794,0.4745762711864407,0.75,,,,0.0,,0.0,0.0,1.0,0.0,0.0,0.5,0.725343170803246
RWA,2021,67.0,33.1,0.07303784,55,,0.304,,2.0,,1,1,1,0,0,2,0.0,1.0,80,,observed,observed,observed,observed,imputed,missing,carried_forward,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.92696216,0.6206896551724138,0.28405315614617943,0.4714285714285714,0.75,,,,1.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.7134981396638691,1.0,0.5875,0.2854757929883138,0.4126984126984127,0.75,,,,0.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.7420318437891591
RWA,2022,67.0,33.1,0.07879212,58,,0.306,,2.0,,1,1,0,0,1,1,0.0,1.0,80,,imputed,imputed,observed,observed,imputed,missing,carried_forward,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.92120788,0.6206896551724138,0.28405315614617943,0.5142857142857142,0.75,,,,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.6845945040859182,1.0,0.5,0.2854757929883138,0.45161290322580644,0.75,,,,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.6024182923602278
SAU,2013,100.0,,0.04422935,82,,0.743,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95577065,1.0,,0.8571428571428571,1.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8582026198961562,1.0,1.0,,0.9183673469387755,1.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8521373809870172
SAU,2022,100.0,,0.04624624,82,,0.739,2.0,,2.0,1,1,1,0,0,2,0.0,1.0,100,,imputed,imputed,observed,observed,imputed,carried_forward,missing,carried_forward,observed,observed,observed,observed,observed,observed,observed,missing,0.95375376,1.0,,0.8571428571428571,1.0,,,1.0,,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8480718209845955,1.0,1.0,,0.8387096774193549,1.0,,,1.0,,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8299498842797717
SAU,2023,100.0,,0.04624624,83,,,2.0,,2.0,1,1,0,1,0,3,0.0,1.0,100,100.0,imputed,imputed,imputed,observed,imputed,carried_forward,missing,carried_forward,observed,observed,observed,observed,observed,observed,observed,observed,0.95375376,1.0,,0.8714285714285714,1.0,1.0,,1.0,,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.8480718209845955,1.0,1.0,,0.875,1.0,1.0,,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8480023772464375
SDN,2015,65.0,,0.05811126,45,0.225,0.411,,,,1,1,1,1,0,3,0.0,1.0,20,,imputed,imputed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.94188874,0.5977011494252874,,0.32857142857142857,0.0,,0.225,,,,0.0,0.0,0.5,0.5,0.0,1.0,0.7884740582401516,1.0,0.5142857142857142,,0.2698412698412698,0.0,,0.225,,,,0.0,0.0,0.5,1.0,0.0,1.0,0.7277250164583351
SDN,2018,65.0,,0.04463583,47,0.2,0.361,,2.0,,1,1,1,0,0,2,1.0,0.0,20,,observed,imputed,observed,observed,observed,missing,carried_forward,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95536417,0.5977011494252874,,0.35714285714285715,0.0,,0.2,,1.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.856160878828685,0.0,0.527027027027027,,0.2631578947368421,0.0,,0.2,,0.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.8620327718880177
SDN,2020,53.0,,0.03009654,47,0.2,0.338,,2.0,,1,2,0,1,1,3,0.0,1.0,20,,observed,imputed,observed,observed,imputed,missing,carried_forward,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.96990346,0.45977011494252873,,0.35714285714285715,0.0,,0.2,,1.0,,0.0,0.5,0.0,0.5,1.0,1.0,0.9291914473311125,1.0,0.3188405797101449,,0.27419354838709675,0.0,,0.15789473684210528,,0.0,,0.0,1.0,0.0,0.5,1.0,1.0,0.9583183983912651
SDN,2022,53.0,,0.04618744,48,0.2,0.342,,2.0,,1,1,0,0,1,1,0.0,1.0,20,,imputed,imputed,observed,observed,imputed,missing,carried_forward,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95381256,0.45977011494252873,,0.37142857142857144,0.0,,0.2,,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.848367172231317,1.0,0.2878787878787879,,0.2903225806451613,0.0,,0.2,,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.8303609611228275
SDN,2023,53.0,,0.04618744,48,0.2,,,2.0,,1,1,0,0,1,1,0.0,1.0,20,20.0,imputed,imputed,imputed,observed,imputed,missing,carried_forward,missing,observed,observed,observed,observed,observed,observed,observed,observed,0.95381256,0.45977011494252873,,0.37142857142857144,0.0,0.0,0.2,,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.848367172231317,1.0,0.27692307692307694,,0.14583333333333334,0.0,0.0,0.2,,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.848422395547235
SEN,2011,30.0,35.9,0.04214167,40,,0.373,,,,1,1,1,0,0,2,0.0,1.0,60,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95785833,0.19540229885057472,0.3305647840531561,0.2571428571428571,0.5,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8686889955892706,1.0,0.20481927710843373,0.15336134453781505,0.26229508196721313,0.5,,,,,,0.0,0.0,1.0,0.0,0.0,0.5,0.8202065646692888
SEN,2015,42.0,35.9,0.04377896,42,,0.366,,,,1,1,0,1,0,3,0.0,1.0,60,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95622104,0.3333333333333333,0.3305647840531561,0.2857142857142857,0.5,,,,,,0.0,0.0,0.0,0.5,0.0,1.0,0.860464920032394,1.0,0.18571428571428572,0.32268907563025206,0.2222222222222222,0.5,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.8254711264566892
SEN,2019,54.0,35.9,0.0449531,50,,0.382,2.0,,,1,1,0,1,0,3,1.0,0.0,60,,observed,observed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.9550469,0.47126436781609193,0.3305647840531561,0.4,0.5,,,1.0,,,0.0,0.0,0.0,0.5,0.0,1.0,0.8545672378414868,0.0,0.3382352941176471,0.30874785591766724,0.36666666666666664,0.5,,,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,0.8407318450895598
SEN,2022,54.0,35.9,0.04063584,49,,0.394,2.0,,,1,1,1,0,0,2,0.0,1.0,60,,imputed,imputed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95936416,0.47126436781609193,0.3305647840531561,0.38571428571428573,0.5,,,1.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8762527501445488,1.0,0.30303030303030304,0.33222036727879795,0.3064516129032258,0.5,,,1.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8691727672777244
SGP,2019,92.0,55.8,0.04352992,88,,0.689,,,,4,1,1,0,0,2,0.0,1.0,20,,observed,observed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95647008,0.9080459770114943,0.6611295681063122,0.9428571428571428,0.0,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.8617158430678274,1.0,0.8970588235294118,0.6500857632933104,1.0,0.0,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.8505667814138096
SGP,2021,94.0,57.4,0.05166908,88,,0.691,,,,4,1,1,0,0,2,0.0,1.0,20,,observed,observed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.94833092,0.9310344827586207,0.6877076411960132,0.9428571428571428,0.0,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.8208330020259185,1.0,0.925,0.691151919866444,0.9365079365079365,0.0,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.8536591647221731
SLB,2012,32.0,,0.04877603,42,,0.199,,,,4,1,0,1,0,3,0.0,1.0,100,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95122397,0.21839080459770116,,0.2857142857142857,1.0,,,,,,0.5,0.0,0.0,0.5,0.0,1.0,0.8353647354328422,1.0,0.09333333333333334,,0.26153846153846155,1.0,,,,,,0.5,0.0,0.0,1.0,0.0,1.0,0.8121340901307038
SLB,2013,48.0,,0.04581572,44,,0.204,,,,4,1,1,1,0,3,0.0,1.0,100,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95418428,0.40229885057471265,,0.3142857142857143,1.0,,,,,,0.5,0.0,0.5,0.5,0.0,1.0,0.8502343145005558,1.0,0.38095238095238093,,0.14285714285714285,1.0,,,,,,0.5,0.0,0.5,1.0,0.0,1.0,0.84044688261483
SLE,2010,58.0,34.1,0.09126884,31,,0.207,,,,1,1,1,1,0,3,0.0,1.0,80,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.90873116,0.5172413793103449,0.30066445182724255,0.12857142857142856,0.75,,,,,,0.0,0.0,0.5,0.5,0.0,1.0,0.621924184239103,1.0,0.4142857142857143,0.17288801571709234,0.14516129032258066,0.75,,,,,,0.0,0.0,0.5,1.0,0.0,1.0,0.500961735558042
SLE,2011,58.0,34.1,0.10767538,36,,0.22,,,,1,1,1,0,0,2,0.0,1.0,80,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.89232462,0.5172413793103449,0.30066445182724255,0.2,0.75,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.5395144556101392,1.0,0.5421686746987951,0.11554621848739495,0.19672131147540983,0.75,,,,,,0.0,0.0,1.0,0.0,0.0,0.5,0.36949474785054
SLE,2019,40.0,34.1,0.09129927,42,,0.21,,,,1,1,0,0,1,1,0.0,1.0,80,,observed,observed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.90870073,0.3103448275862069,0.30066445182724255,0.2857142857142857,0.75,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.6217713349459442,1.0,0.1323529411764706,0.27787307032590053,0.23333333333333334,0.75,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.5204549786194927
SLE,2020,49.0,34.1,0.09325887,41,,0.213,,,,1,2,1,0,1,2,0.0,1.0,80,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.90674113,0.41379310344827586,0.30066445182724255,0.2714285714285714,0.75,,,,,,0.0,0.5,0.5,0.0,1.0,0.5,0.611928302580722,1.0,0.2608695652173913,0.1955896452540748,0.1774193548387097,0.75,,,,,,0.0,1.0,0.5,0.0,1.0,0.5,0.5753067633563557
SLV,2010,75.0,,0.08904162,75,,,,,,1,1,0,1,0,3,0.0,1.0,60,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.91095838,0.7126436781609196,,0.7571428571428571,0.5,,,,,,0.0,0.0,0.0,0.5,0.0,1.0,0.6331114666153382,1.0,0.6571428571428571,,0.8548387096774194,0.5,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.5167424602759316
SLV,2018,75.0,,0.08322752,78,,,,,,1,1,1,1,0,3,0.0,1.0,60,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.91677248,0.7126436781609196,,0.8,0.5,,,,,,0.0,0.0,0.5,0.5,0.0,1.0,0.6623155768800049,1.0,0.6621621621621622,,0.8070175438596491,0.5,,,,,,0.0,0.0,0.5,1.0,0.0,1.0,0.5882667118028655
SLV,2022,75.0,,0.09840797,79,,,2.0,,,1,1,1,0,0,2,0.0,1.0,60,,imputed,imputed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.90159203,0.7126436781609196,,0.8142857142857143,0.5,,,1.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.5860644742730228,1.0,0.6212121212121212,,0.7903225806451613,0.5,,,1.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.46528186902937996
SLV,2023,75.0,,0.09840797,79,,,2.0,,,1,1,1,1,0,3,0.0,1.0,60,60.0,imputed,imputed,imputed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,0.90159203,0.7126436781609196,,0.8142857142857143,0.5,0.5,,1.0,,,0.0,0.0,0.5,0.5,0.0,1.0,0.5860644742730228,1.0,0.6153846153846154,,0.7916666666666666,0.5,0.5,,1.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.47540235681697574
SMR,2015,33.0,,0.08433153,77,,,,,,4,1,0,1,0,3,0.0,1.0,20,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.91566847,0.22988505747126436,,0.7857142857142857,0.0,,,,,,0.5,0.0,0.0,0.5,0.0,1.0,0.6567701563035966,1.0,0.05714285714285714,,0.7777777777777778,0.0,,,,,,0.5,0.0,0.0,1.0,0.0,1.0,0.5489030970450829
SMR,2020,33.0,,0.08481474,74,,,,,,4,1,0,1,0,3,0.0,1.0,20,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.91518526,0.22988505747126436,,0.7428571428571429,0.0,,,,,,0.5,0.0,0.0,0.5,0.0,1.0,0.6543430019510763,1.0,0.028985507246376812,,0.7096774193548387,0.0,,,,,,0.5,0.0,0.0,0.5,0.0,1.0,0.6265113347796601
SOM,2016,28.0,17.9,0.02275338,26,0.75,0.193,,2.0,,1,1,1,0,0,2,0.0,1.0,40,,imputed,imputed,observed,observed,imputed,missing,carried_forward,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.97724662,0.1724137931034483,0.03156146179401991,0.05714285714285714,0.25,,0.75,,1.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.9660759959854329,1.0,0.0,0.0,0.045454545454545456,0.25,,0.75,,0.0,,0.0,0.0,0.5,0.0,0.0,0.5,1.0
SOM,2017,28.0,17.9,0.0243361,28,0.75,0.195,,2.0,,1,1,0,1,0,3,0.0,1.0,40,,observed,imputed,observed,observed,observed,missing,carried_forward,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.9756639,0.1724137931034483,0.03156146179401991,0.08571428571428572,0.25,,0.75,,1.0,,0.0,0.0,0.0,0.5,0.0,1.0,0.9581260244682436,1.0,0.0,0.0,0.0,0.25,,0.75,,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SOM,2019,31.0,17.9,0.02190595,28,0.75,0.207,,2.0,,1,1,1,0,0,2,0.0,1.0,40,,imputed,observed,observed,observed,imputed,missing,carried_forward,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.97809405,0.20689655172413793,0.03156146179401991,0.08571428571428572,0.25,,0.75,,1.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.9703326202542946,1.0,0.0,0.0,0.0,0.25,,0.75,,0.0,,0.0,0.0,0.5,0.0,0.0,0.5,1.0
SOM,2021,34.0,16.0,0.0256882,29,0.75,0.222,2.0,2.0,,1,1,1,0,0,2,0.0,1.0,40,,observed,observed,observed,observed,imputed,carried_forward,carried_forward,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.9743118,0.2413793103448276,0.0,0.1,0.25,,0.75,1.0,1.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.9513344526877688,1.0,0.175,0.0,0.0,0.25,,0.75,1.0,0.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.9893795354822043
SOM,2022,34.0,16.0,0.02621832,30,0.75,0.222,2.0,2.0,,1,1,1,0,0,2,0.0,1.0,40,,imputed,imputed,observed,observed,imputed,carried_forward,carried_forward,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.97378168,0.2413793103448276,0.0,0.11428571428571428,0.25,,0.75,1.0,1.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.9486716703253217,1.0,0.0,0.0,0.0,0.25,,0.75,1.0,1.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.9699671313303126
SRB,2023,,,,73,,,,,1.0,1,1,1,0,0,2,0.0,1.0,20,20.0,imputed,imputed,imputed,observed,imputed,missing,missing,carried_forward,observed,observed,observed,observed,observed,observed,observed,observed,,,,0.7285714285714285,0.0,0.0,,,,0.0,0.0,0.0,0.5,0.0,0.0,0.5,,1.0,,,0.6666666666666666,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.5,
SSD,2015,49.0,,,31,,0.297,,,,1,1,1,0,0,2,0.0,1.0,100,,observed,imputed,imputed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,,0.41379310344827586,,0.12857142857142856,1.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,,1.0,0.2857142857142857,,0.047619047619047616,1.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,
STP,2013,16.0,,0.08940609,51,,0.124,,,,1,1,1,0,0,2,0.0,1.0,40,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.91059391,0.034482758620689655,,0.4142857142857143,0.25,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.6312807409539012,1.0,0.0,,0.2857142857142857,0.25,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.5192146672249678
SUR,2013,61.0,,0.04487381,73,,0.34,,,,1,1,1,0,0,2,0.0,1.0,80,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95512619,0.5517241379310345,,0.7285714285714285,0.75,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8549655099563256,1.0,0.5357142857142857,,0.7346938775510204,0.75,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8473881367495819
SUR,2017,71.0,,0.05322859,75,,0.302,,,,1,1,0,1,0,3,0.0,1.0,80,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.94677141,0.6666666666666666,,0.7571428571428571,0.75,,,,,,0.0,0.0,0.0,0.5,0.0,1.0,0.8129996138834976,1.0,0.5972222222222222,,0.7966101694915254,0.75,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.7982283475564615
SVK,2017,95.0,,0.06756991,82,0.375,0.57,,,1.0,1,1,1,1,0,3,0.0,1.0,20,,observed,imputed,observed,observed,observed,missing,missing,carried_forward,observed,observed,observed,observed,observed,observed,observed,missing,0.93243009,0.9425287356321839,,0.8571428571428571,0.0,,0.375,,,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.7409634448081696,1.0,0.9305555555555556,,0.9152542372881356,0.0,,0.375,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6980752685168371
SVK,2022,95.0,,0.0773064,80,0.375,0.584,,,1.0,1,1,1,0,0,2,0.0,1.0,20,,imputed,imputed,observed,observed,imputed,missing,missing,carried_forward,observed,observed,observed,observed,observed,observed,observed,missing,0.9226936,0.9425287356321839,,0.8285714285714286,0.0,,0.375,,,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.6920572465056256,1.0,0.9242424242424242,,0.8064516129032258,0.0,,0.375,,,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.6128051135722126
SVN,2021,78.0,67.8,0.09480554,83,0.65,0.561,2.0,,,1,1,1,0,0,2,0.0,1.0,80,,observed,observed,observed,observed,observed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.90519446,0.7471264367816092,0.8604651162790696,0.8714285714285714,0.75,,0.65,1.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.6041594095064627,1.0,0.725,0.8647746243739565,0.8571428571428571,0.75,,0.65,1.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.62832051782202
SWE,2015,92.0,,0.10804184,83,,0.737,,,,4,1,1,0,0,2,0.0,1.0,20,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.8919581599999999,0.9080459770114943,,0.8714285714285714,0.0,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.5376737342177326,1.0,0.9,,0.873015873015873,0.0,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.38719907400934667
SWE,2023,92.0,,0.10804184,85,,,1.0,,,4,1,1,0,0,2,0.0,1.0,20,20.0,imputed,imputed,imputed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed,0.8919581599999999,0.9080459770114943,,0.9,0.0,0.0,,0.0,,,0.5,0.0,0.5,0.0,0.0,0.5,0.5376737342177326,1.0,0.8769230769230769,,0.9166666666666666,0.0,0.0,,0.0,,,0.5,0.0,1.0,0.0,0.0,0.5,0.40658600124719707
SWZ,2017,75.0,,0.06981037,70,0.525,0.302,,2.0,,1,1,1,0,0,2,0.0,1.0,80,,observed,imputed,observed,observed,observed,missing,carried_forward,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.93018963,0.7126436781609196,,0.6857142857142857,0.75,,0.525,,1.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.729709658171618,1.0,0.6527777777777778,,0.711864406779661,0.75,,0.525,,0.0,,0.0,0.0,1.0,0.0,0.0,0.5,0.6824289425534588
SYC,2010,,,0.05351682,67,,0.269,,,,1,1,1,0,0,2,0.0,1.0,60,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.94648318,,,0.6428571428571429,0.5,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8115518402467207,1.0,,,0.7258064516129032,0.5,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7684495612619561
SYR,2015,58.0,16.7,0.03479053,71,,0.363,,,,1,1,1,0,0,2,0.0,1.0,40,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.96520947,0.5172413793103449,0.011627906976744174,0.7,0.25,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.9056136276270753,1.0,0.4142857142857143,0.0,0.6825396825396826,0.25,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8867721086781408
SYR,2021,58.0,16.7,0.04706135,72,,0.346,2.0,,,1,1,1,0,0,2,0.0,1.0,40,,observed,observed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.95293865,0.5172413793103449,0.011627906976744174,0.7142857142857143,0.25,,,1.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8439775394418233,1.0,0.475,0.011686143572621021,0.6825396825396826,0.25,,,1.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.8777292818222144
TCD,2010,40.0,,0.0304079,22,,0.294,,,,4,1,1,0,0,2,0.0,1.0,80,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing,0.9695921,0.3103448275862069,,0.0,0.75,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.9276274921579972,1.0,0.15714285714285714,,0.0,0.75,,,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.9321852968640691
